file_name,graph_label,total_nodes,total_edges,n_subject,n_fileobject,n_netflow,"E_('subject', 'events', 'fileobject')","E_('subject', 'events', 'netflow')","E_('subject', 'events', 'subject')","E_('fileobject', 'events', 'subject')","E_('netflow', 'events', 'subject')",window_id,start_ns,end_ns
ben__benign_000468.pt,0,3873,6055,868,2929,76,4759,82,936,275,3,benign_000468,1557653220000001349,1557653400000001349
ben__benign_000469.pt,0,11934,21757,3350,8491,93,17621,122,3375,618,21,benign_000469,1557654120000001354,1557654300000001354
ben__benign_000470.pt,0,8780,15317,4045,4670,65,8273,98,6251,679,16,benign_000470,1557655020000001359,1557655200000001359
ben__benign_000471.pt,0,8013,15127,1755,6157,101,11930,156,2525,497,19,benign_000471,1557655920000001364,1557656100000001364
ben__benign_000472.pt,0,6633,12983,1245,5288,100,10928,134,1560,355,6,benign_000472,1557656820000001369,1557657000000001369
ben__benign_000473.pt,0,5249,7747,1221,3937,91,5860,100,1337,438,12,benign_000473,1557657720000001374,1557657900000001374
ben__benign_000474.pt,0,6141,9475,1911,4171,59,7319,79,1718,355,4,benign_000474,1557658620000001379,1557658800000001379
ben__benign_000475.pt,0,4533,6674,995,3478,60,5097,77,1098,395,7,benign_000475,1557659520000001384,1557659700000001384
ben__benign_000476.pt,0,4893,7464,1486,3348,59,5281,80,1714,380,9,benign_000476,1557660420000001389,1557660600000001389
ben__benign_000477.pt,0,5677,8822,1807,3786,84,6357,118,1890,457,0,benign_000477,1557661320000001394,1557661500000001394
ben__benign_000478.pt,0,5945,9143,1606,4231,108,6830,127,1681,491,14,benign_000478,1557662220000001399,1557662400000001399
ben__benign_000479.pt,0,12203,21586,3724,7956,523,15318,803,4216,1216,33,benign_000479,1557663120000001404,1557663300000001404
ben__benign_000480.pt,0,6551,10046,1970,4380,201,7027,219,2158,629,13,benign_000480,1557664020000001409,1557664200000001409
ben__benign_000481.pt,0,7707,12408,2936,4674,97,8810,124,2716,733,25,benign_000481,1557664920000001414,1557665100000001414
ben__benign_000482.pt,0,7830,13783,1305,6403,122,11435,143,1746,439,20,benign_000482,1557665820000001419,1557666000000001419
ben__benign_000483.pt,0,9497,15313,2949,6441,107,11595,114,3094,501,9,benign_000483,1557666720000001424,1557666900000001424
ben__benign_000484.pt,0,7863,13399,1490,6299,74,11172,99,1632,490,6,benign_000484,1557667620000001429,1557667800000001429
ben__benign_000485.pt,0,7954,14606,1557,6229,168,11977,232,1920,458,19,benign_000485,1557668340000001433,1557668520000001433
ben__benign_000486.pt,0,15991,28128,5100,10349,542,21430,852,5023,794,29,benign_000486,1557669240000001438,1557669420000001438
ben__benign_000487.pt,0,9921,18395,2254,7287,380,14089,483,3179,618,26,benign_000487,1557670140000001443,1557670320000001443
ben__benign_000488.pt,0,8686,16407,1795,6617,274,13322,362,2314,398,11,benign_000488,1557671040000001448,1557671220000001448
ben__benign_000489.pt,0,9541,16848,1595,7778,168,14365,188,1826,452,17,benign_000489,1557671940000001453,1557672120000001453
ben__benign_000490.pt,0,14268,28075,3452,10558,258,22682,363,4425,602,3,benign_000490,1557672840000001458,1557673020000001458
ben__benign_000491.pt,0,9638,17426,1972,7492,174,14184,216,2552,451,23,benign_000491,1557673740000001463,1557673920000001463
ben__benign_000492.pt,0,13888,25776,2474,11197,217,21869,282,3059,554,12,benign_000492,1557674640000001468,1557674820000001468
ben__benign_000493.pt,0,11630,21095,2256,9195,179,17257,263,2975,596,4,benign_000493,1557675540000001473,1557675720000001473
ben__benign_000494.pt,0,20150,41995,8152,11779,219,26393,343,14297,922,40,benign_000494,1557676440000001478,1557676620000001478
ben__benign_000495.pt,0,12498,22297,2447,9852,199,18627,253,2861,538,18,benign_000495,1557677340000001483,1557677520000001483
ben__benign_000496.pt,0,8885,16710,1896,6222,767,12424,1291,2500,477,18,benign_000496,1557678240000001488,1557678420000001488
ben__benign_000497.pt,0,5233,7492,1799,3326,108,5096,122,1695,569,10,benign_000497,1557679140000001493,1557679320000001493
ben__benign_000498.pt,0,15418,27446,3926,11331,161,20495,261,5532,1140,18,benign_000498,1557680040000001498,1557680220000001498
ben__benign_000499.pt,0,17431,36247,8573,8706,152,17091,223,15392,3526,15,benign_000499,1557680940000001503,1557681120000001503
ben__benign_000500.pt,0,9922,17449,1593,8181,148,14684,177,1905,667,16,benign_000500,1557681840000001508,1557682020000001508
ben__benign_000501.pt,0,5742,8801,1408,4239,95,6493,127,1654,501,26,benign_000501,1557682740000001513,1557682920000001513
ben__benign_000502.pt,0,19710,40415,5372,13900,438,31390,527,7694,775,29,benign_000502,1557683640000001518,1557683820000001518
ben__benign_000503.pt,0,6892,10145,1994,4780,118,7583,167,2000,389,6,benign_000503,1557684540000001523,1557684720000001523
ben__benign_000504.pt,0,5446,8668,2076,3286,84,6165,120,1838,531,14,benign_000504,1557685440000001528,1557685620000001528
ben__benign_000505.pt,0,2736,4034,760,1924,52,2939,67,814,204,10,benign_000505,1557686340000001533,1557686520000001533
ben__benign_000506.pt,0,5937,9019,761,5118,58,7651,70,890,392,16,benign_000506,1557687240000001538,1557687420000001538
ben__benign_000507.pt,0,6870,13382,1621,5165,84,11306,100,1627,337,12,benign_000507,1557688140000001543,1557688320000001543
ben__benign_000508.pt,0,5673,9963,676,4962,35,8872,37,830,218,6,benign_000508,1557689040000001548,1557689220000001548
ben__benign_000509.pt,0,2206,3427,556,1603,47,2641,58,558,161,9,benign_000509,1557689940000001553,1557690120000001553
ben__benign_000510.pt,0,2892,4127,566,2293,33,3201,34,656,230,6,benign_000510,1557690840000001558,1557691020000001558
ben__benign_000511.pt,0,2616,4016,699,1851,66,2790,101,877,239,9,benign_000511,1557691740000001563,1557691920000001563
ben__benign_000512.pt,0,5809,11636,1141,4624,44,9857,48,1456,262,13,benign_000512,1557692640000001568,1557692820000001568
ben__benign_000513.pt,0,5344,10730,841,4459,44,9162,60,1273,229,6,benign_000513,1557693540000001573,1557693720000001573
ben__benign_000514.pt,0,5591,10646,796,4699,96,9170,129,987,346,14,benign_000514,1557694440000001578,1557694620000001578
ben__benign_000515.pt,0,3587,5703,1299,2055,233,3196,243,1908,345,11,benign_000515,1557695160000001582,1557695340000001582
ben__benign_000516.pt,0,7894,13174,2826,5022,46,9866,55,2695,544,14,benign_000516,1557696060000001587,1557696240000001587
ben__benign_000517.pt,0,4170,7541,632,3499,39,6561,63,725,192,0,benign_000517,1557696960000001592,1557697140000001592
ben__benign_000518.pt,0,2810,4357,743,2025,42,3221,42,851,222,21,benign_000518,1557697860000001597,1557698040000001597
ben__benign_000519.pt,0,3712,6817,697,2980,35,5771,38,782,209,17,benign_000519,1557698760000001602,1557698940000001602
ben__benign_000520.pt,0,2975,4470,653,2241,81,3473,92,695,195,15,benign_000520,1557699660000001607,1557699840000001607
ben__benign_000521.pt,0,2613,3951,547,2033,33,3187,36,545,174,9,benign_000521,1557700560000001612,1557700740000001612
ben__benign_000522.pt,0,1896,2980,481,1388,27,2303,34,494,148,1,benign_000522,1557701460000001617,1557701640000001617
ben__benign_000523.pt,0,5046,9513,729,4244,73,8445,89,774,190,15,benign_000523,1557702360000001622,1557702540000001622
ben__benign_000524.pt,0,5380,10821,802,4478,100,9272,104,1031,400,14,benign_000524,1557703260000001627,1557703440000001627
ben__benign_000525.pt,0,5524,9882,3036,2436,52,4827,45,4736,264,10,benign_000525,1557704160000001632,1557704340000001632
ben__benign_000526.pt,0,2864,4591,796,2029,39,3399,34,936,207,15,benign_000526,1557705060000001637,1557705240000001637
ben__benign_000527.pt,0,7040,13712,2063,4916,61,11521,52,1896,229,14,benign_000527,1557705960000001642,1557706140000001642
ben__benign_000528.pt,0,4961,10277,773,4140,48,9040,69,977,177,14,benign_000528,1557706860000001647,1557707040000001647
ben__benign_000529.pt,0,7437,14312,2573,4825,39,11527,33,2579,156,17,benign_000529,1557707760000001652,1557707940000001652
ben__benign_000530.pt,0,3651,4100,2561,1057,33,1479,17,2321,277,6,benign_000530,1557708660000001657,1557708840000001657
ben__benign_000531.pt,0,2337,3662,649,1648,40,2702,45,723,186,6,benign_000531,1557709560000001662,1557709740000001662
ben__benign_000532.pt,0,2852,4345,954,1867,31,3358,37,780,164,6,benign_000532,1557710460000001667,1557710640000001667
ben__benign_000533.pt,0,8117,15020,2827,5247,43,12040,43,2591,332,14,benign_000533,1557711360000001672,1557711540000001672
ben__benign_000534.pt,0,5456,9814,2903,2506,47,4795,67,4562,377,13,benign_000534,1557712260000001677,1557712440000001677
ben__benign_000535.pt,0,4991,10039,635,4297,59,9065,51,736,180,7,benign_000535,1557713160000001682,1557713340000001682
ben__benign_000536.pt,0,6772,11703,3747,2985,40,5772,48,5508,351,24,benign_000536,1557714060000001687,1557714240000001687
ben__benign_000537.pt,0,4980,10531,623,4312,45,9508,55,752,204,12,benign_000537,1557714960000001692,1557715140000001692
ben__benign_000538.pt,0,5103,10504,672,4397,34,9371,40,797,284,12,benign_000538,1557715860000001697,1557716040000001697
ben__benign_000539.pt,0,5615,10995,715,4860,40,9902,40,797,238,18,benign_000539,1557716760000001702,1557716940000001702
ben__benign_000540.pt,0,3756,6197,1149,2480,127,4159,126,1544,334,34,benign_000540,1557717660000001707,1557717840000001707
ben__benign_000541.pt,0,3447,4099,1402,2017,28,2666,30,1088,309,6,benign_000541,1557718560000001712,1557718740000001712
ben__benign_000542.pt,0,3136,6060,595,2503,38,5285,51,570,146,8,benign_000542,1557719460000001717,1557719640000001717
ben__benign_000543.pt,0,5050,10066,633,4380,37,9116,41,732,171,6,benign_000543,1557720360000001722,1557720540000001722
ben__benign_000544.pt,0,7061,13552,1725,5162,174,10558,197,2467,296,34,benign_000544,1557721260000001727,1557721440000001727
ben__benign_000545.pt,0,1976,3272,483,1459,34,2596,39,500,137,0,benign_000545,1557721980000001731,1557722160000001731
ben__benign_000546.pt,0,2840,4738,904,1846,90,3214,105,1219,183,17,benign_000546,1557722880000001736,1557723060000001736
ben__benign_000547.pt,0,2364,3755,519,1814,31,3039,32,525,159,0,benign_000547,1557723780000001741,1557723960000001741
ben__benign_000548.pt,0,2270,3533,517,1722,31,2831,38,506,155,3,benign_000548,1557724680000001746,1557724860000001746
ben__benign_000549.pt,0,3188,5533,589,2573,26,4731,30,602,164,6,benign_000549,1557725580000001751,1557725760000001751
ben__benign_000550.pt,0,4745,9785,629,4080,36,8826,42,743,162,12,benign_000550,1557726480000001756,1557726660000001756
ben__benign_000551.pt,0,2412,3658,567,1813,32,2874,39,558,184,3,benign_000551,1557727380000001761,1557727560000001761
ben__benign_000552.pt,0,2731,4644,943,1749,39,3029,50,1323,231,11,benign_000552,1557728280000001766,1557728460000001766
ben__benign_000553.pt,0,2635,4090,812,1720,103,2732,117,1037,195,9,benign_000553,1557729180000001771,1557729360000001771
ben__benign_000554.pt,0,2787,4458,897,1783,107,2973,142,1198,136,9,benign_000554,1557730080000001776,1557730260000001776
ben__benign_000555.pt,0,2447,4041,820,1550,77,2676,104,1101,152,8,benign_000555,1557730980000001781,1557731160000001781
ben__benign_000556.pt,0,2384,3810,594,1756,34,3084,36,544,140,6,benign_000556,1557731880000001786,1557732060000001786
ben__benign_000557.pt,0,5418,9589,2740,2637,41,5083,38,4308,146,14,benign_000557,1557732780000001791,1557732960000001791
ben__benign_000558.pt,0,2162,3479,555,1568,39,2743,39,562,129,6,benign_000558,1557733680000001796,1557733860000001796
ben__benign_000559.pt,0,6648,12862,3370,3234,44,7483,39,5176,144,20,benign_000559,1557734580000001801,1557734760000001801
ben__benign_000560.pt,0,2402,3690,582,1788,32,3002,34,509,139,6,benign_000560,1557735480000001806,1557735660000001806
ben__benign_000561.pt,0,6367,12667,2222,4111,34,10582,28,1933,118,6,benign_000561,1557736380000001811,1557736560000001811
ben__benign_000562.pt,0,1668,2762,427,1216,25,2200,31,412,119,0,benign_000562,1557737280000001816,1557737460000001816
ben__benign_000563.pt,0,2147,3567,620,1492,35,2732,36,650,137,12,benign_000563,1557738180000001821,1557738360000001821
ben__benign_000564.pt,0,1972,3117,427,1516,29,2544,34,423,116,0,benign_000564,1557739080000001826,1557739260000001826
ben__benign_000565.pt,0,1616,2715,421,1170,25,2141,31,428,115,0,benign_000565,1557739980000001831,1557740160000001831
ben__benign_000566.pt,0,1947,3074,544,1371,32,2404,34,498,134,4,benign_000566,1557740880000001836,1557741060000001836
ben__benign_000567.pt,0,2526,3981,595,1898,33,3224,35,581,135,6,benign_000567,1557741780000001841,1557741960000001841
ben__benign_000568.pt,0,5919,10840,3729,2150,40,4671,43,5984,134,8,benign_000568,1557742680000001846,1557742860000001846
ben__benign_000569.pt,0,1718,2871,431,1262,25,2296,31,426,118,0,benign_000569,1557743580000001851,1557743760000001851
ben__benign_000570.pt,0,2102,3290,475,1603,24,2671,28,473,118,0,benign_000570,1557744480000001856,1557744660000001856
ben__benign_000571.pt,0,1685,2850,420,1236,29,2266,35,429,120,0,benign_000571,1557745380000001861,1557745560000001861
ben__benign_000572.pt,0,6783,13762,1752,4976,55,12059,44,1511,136,12,benign_000572,1557746280000001866,1557746460000001866
ben__benign_000573.pt,0,2346,3743,553,1748,45,2987,45,573,130,8,benign_000573,1557747180000001871,1557747360000001871
ben__benign_000574.pt,0,4748,10372,731,3978,39,9421,34,732,161,24,benign_000574,1557748080000001876,1557748260000001876
ben__benign_000575.pt,0,5078,8793,825,4181,72,7732,70,831,146,14,benign_000575,1557748980000001881,1557749160000001881
ben__benign_000576.pt,0,2365,3911,570,1760,35,3146,33,584,136,12,benign_000576,1557749700000001885,1557749880000001885
ben__benign_000577.pt,0,2820,4331,794,1980,46,3513,38,644,130,6,benign_000577,1557750600000001890,1557750780000001890
ben__benign_000578.pt,0,5618,6956,1192,4368,58,4962,86,1236,662,10,benign_000578,1557751500000001895,1557751680000001895
ben__benign_000579.pt,0,16894,21875,1759,14998,137,18074,219,2173,1351,58,benign_000579,1557752400000001900,1557752580000001900
ben__benign_000581.pt,0,10501,17242,1871,8454,176,13591,247,2193,1175,36,benign_000581,1557754200000001910,1557754380000001910
ben__benign_000582.pt,0,4357,6023,1055,3225,77,4130,105,1225,562,1,benign_000582,1557755100000001915,1557755280000001915
ben__benign_000583.pt,0,19907,27698,2642,17090,175,22349,284,2576,1653,836,benign_000583,1557756000000001920,1557756180000001920
ben__benign_000584.pt,0,7057,9349,1626,5304,127,6395,175,1849,913,17,benign_000584,1557756900000001925,1557757080000001925
ben__benign_000585.pt,0,11719,18520,4292,7278,149,12946,214,4109,1244,7,benign_000585,1557757800000001930,1557757980000001930
ben__benign_000586.pt,0,8934,14739,2193,6616,125,11307,173,2209,1036,14,benign_000586,1557758700000001935,1557758880000001935
ben__benign_000588.pt,0,18159,31938,2392,15464,303,26806,587,3164,1360,21,benign_000588,1557760500000001945,1557760680000001945
ben__benign_000589.pt,0,20733,33859,3246,17149,338,26861,493,4398,2055,52,benign_000589,1557761400000001950,1557761580000001950
ben__benign_000591.pt,0,25229,34276,3361,21376,492,27784,594,4374,1475,49,benign_000591,1557763200000001960,1557763380000001960
ben__benign_000592.pt,0,16783,26581,3656,12929,198,19565,329,4697,1972,18,benign_000592,1557764100000001965,1557764280000001965
ben__benign_000593.pt,0,25166,41321,5500,18978,688,29975,1066,7713,2540,27,benign_000593,1557765000000001970,1557765180000001970
ben__benign_000594.pt,0,24017,38093,5734,18018,265,26077,395,8721,2735,165,benign_000594,1557765900000001975,1557766080000001975
ben__benign_000595.pt,0,23077,31307,2740,19884,453,25822,605,3299,1553,28,benign_000595,1557766800000001980,1557766980000001980
ben__benign_000596.pt,0,18195,29267,5840,12168,187,16653,301,9321,2938,54,benign_000596,1557767700000001985,1557767880000001985
ben__benign_000597.pt,0,19577,30330,6807,12097,673,17794,994,9401,2082,59,benign_000597,1557768600000001990,1557768780000001990
ben__benign_000599.pt,0,26821,37387,4333,20867,1621,26784,2502,5813,2251,37,benign_000599,1557770400000002000,1557770580000002000
ben__benign_000600.pt,0,20574,34021,3520,16237,817,25482,1138,5188,2181,32,benign_000600,1557771300000002005,1557771480000002005
ben__benign_000601.pt,0,29344,47002,7887,20399,1058,32059,1522,10539,2851,31,benign_000601,1557772200000002010,1557772380000002010
ben__benign_000602.pt,0,26050,47843,7214,18395,441,30012,667,10818,6276,70,benign_000602,1557773100000002015,1557773280000002015
ben__benign_000604.pt,0,22909,46614,7137,15045,727,28623,1031,10486,6019,455,benign_000604,1557774900000002025,1557775080000002025
ben__benign_000605.pt,0,21781,39166,9840,11675,266,22828,361,14943,998,36,benign_000605,1557775800000002030,1557775980000002030
ben__benign_000606.pt,0,21678,42406,7016,14216,446,24541,669,10931,6191,74,benign_000606,1557776520000002034,1557776700000002034
ben__benign_000608.pt,0,8816,13066,4465,4068,283,5910,334,5372,1432,18,benign_000608,1557778320000002044,1557778500000002044
ben__benign_000609.pt,0,16221,31026,3378,12379,464,22337,592,5249,2790,58,benign_000609,1557779220000002049,1557779400000002049
ben__benign_000610.pt,0,15221,21728,3033,12016,172,17140,263,3103,1202,20,benign_000610,1557780120000002054,1557780300000002054
ben__benign_000611.pt,0,26288,31407,3148,22921,219,25597,269,3629,1886,26,benign_000611,1557781020000002059,1557781200000002059
ben__benign_000612.pt,0,6891,9926,1466,5208,217,7551,293,1597,477,8,benign_000612,1557781920000002064,1557782100000002064
ben__benign_000613.pt,0,8047,12144,1689,5537,821,8529,1147,2076,371,21,benign_000613,1557782820000002069,1557783000000002069
ben__benign_000614.pt,0,9556,17001,2484,6794,278,13184,299,3070,413,35,benign_000614,1557783720000002074,1557783900000002074
ben__benign_000616.pt,0,11951,20376,2285,8606,1060,14851,1488,3465,562,10,benign_000616,1557785520000002084,1557785700000002084
ben__benign_000617.pt,0,24669,38794,4821,19618,230,28828,355,7252,2331,28,benign_000617,1557786420000002089,1557786600000002089
ben__benign_000618.pt,0,19100,23692,4236,14558,306,17108,380,4200,1892,112,benign_000618,1557787320000002094,1557787500000002094
ben__benign_000619.pt,0,23032,24951,2452,20090,490,20147,660,2666,1375,103,benign_000619,1557788220000002099,1557788400000002099
ben__benign_000620.pt,0,23208,38495,3566,19408,234,31778,382,4399,1821,115,benign_000620,1557789120000002104,1557789300000002104
ben__benign_000621.pt,0,13800,18057,3739,9805,256,12072,380,3759,1676,170,benign_000621,1557790020000002109,1557790200000002109
ben__benign_000622.pt,0,10941,14656,2313,8446,182,10426,237,2636,1233,124,benign_000622,1557790920000002114,1557791100000002114
ben__benign_000624.pt,0,16967,30969,7135,9466,366,18107,418,10863,1447,134,benign_000624,1557792720000002124,1557792900000002124
ben__benign_000626.pt,0,13420,20859,2350,10664,406,16032,578,3135,1002,112,benign_000626,1557794520000002134,1557794700000002134
ben__benign_000627.pt,0,28093,32615,4797,22622,674,23523,894,6296,1778,124,benign_000627,1557795420000002139,1557795600000002139
ben__benign_000628.pt,0,7052,10049,1572,5374,106,7293,139,1739,780,98,benign_000628,1557796320000002144,1557796500000002144
ben__benign_000629.pt,0,7045,10568,2019,4898,128,7095,169,2365,842,97,benign_000629,1557797220000002149,1557797400000002149
ben__benign_000630.pt,0,16343,29056,5446,10272,625,18551,703,6705,2992,105,benign_000630,1557798120000002154,1557798300000002154
ben__benign_000632.pt,0,11937,21459,2965,8650,322,14856,425,4615,1451,112,benign_000632,1557799920000002164,1557800100000002164
ben__benign_000633.pt,0,12761,24197,2309,10307,145,19890,218,3265,712,112,benign_000633,1557800820000002169,1557801000000002169
ben__benign_000634.pt,0,12586,19728,3043,9414,129,12802,184,4315,2291,136,benign_000634,1557801720000002174,1557801900000002174
ben__benign_000636.pt,0,14550,23774,4300,10116,134,18671,192,4205,611,95,benign_000636,1557803340000002183,1557803520000002183
ben__benign_000637.pt,0,10025,18145,2212,7637,176,14117,242,2855,829,102,benign_000637,1557804240000002188,1557804420000002188
ben__benign_000639.pt,0,10558,18074,1882,8478,198,13942,356,2686,978,112,benign_000639,1557806040000002198,1557806220000002198
ben__benign_000640.pt,0,16518,25427,5358,10812,348,16491,556,5905,2344,131,benign_000640,1557806940000002203,1557807120000002203
ben__benign_000641.pt,0,16022,26028,6691,9156,175,15416,259,9100,1107,146,benign_000641,1557807840000002208,1557808020000002208
ben__benign_000642.pt,0,26569,42500,4032,22363,174,36129,233,4527,1515,96,benign_000642,1557808740000002213,1557808920000002213
ben__benign_000643.pt,0,18024,29055,3064,14838,122,23110,198,4531,1120,96,benign_000643,1557809640000002218,1557809820000002218
ben__benign_000644.pt,0,15255,22247,2030,13054,171,17737,296,2795,1306,113,benign_000644,1557810540000002223,1557810720000002223
ben__benign_000645.pt,0,14276,27176,3006,11023,247,20908,381,4748,1028,111,benign_000645,1557811440000002228,1557811620000002228
ben__benign_000646.pt,0,25643,34268,3697,21727,219,27254,284,4207,2425,98,benign_000646,1557812340000002233,1557812520000002233
ben__benign_000648.pt,0,17967,32013,3610,14192,165,25586,295,4741,1289,102,benign_000648,1557814140000002243,1557814320000002243
ben__benign_000649.pt,0,12800,24216,1885,10761,154,19745,268,2706,1386,111,benign_000649,1557815040000002248,1557815220000002248
ben__benign_000650.pt,0,27941,39555,7485,20221,235,24513,350,11960,2612,120,benign_000650,1557815940000002253,1557816120000002253
ben__benign_000651.pt,0,13816,23746,2458,11213,145,19975,222,2715,731,103,benign_000651,1557816840000002258,1557817020000002258
ben__benign_000652.pt,0,9414,16261,1518,7784,112,13706,164,1702,591,98,benign_000652,1557817740000002263,1557817920000002263
ben__benign_000653.pt,0,11630,18184,2391,9086,153,13768,235,3202,809,170,benign_000653,1557818640000002268,1557818820000002268
ben__benign_000654.pt,0,22711,24449,3173,19011,527,18746,694,4134,739,136,benign_000654,1557819540000002273,1557819720000002273
ben__benign_000655.pt,0,15157,27530,2987,11996,174,22060,282,4180,891,117,benign_000655,1557820440000002278,1557820620000002278
ben__benign_000656.pt,0,7352,10848,1598,5627,127,7962,168,1847,779,92,benign_000656,1557821340000002283,1557821520000002283
ben__benign_000657.pt,0,7796,11820,2021,5653,122,8189,179,2624,719,109,benign_000657,1557822240000002288,1557822420000002288
ben__benign_000659.pt,0,8905,13587,1402,7320,183,10855,298,1702,632,100,benign_000659,1557824040000002298,1557824220000002298
ben__benign_000660.pt,0,10684,17909,1841,8692,151,14210,223,2253,1077,146,benign_000660,1557824940000002303,1557825120000002303
ben__benign_000661.pt,0,19082,33766,7403,10870,809,17594,1037,12242,2743,150,benign_000661,1557825840000002308,1557826020000002308
ben__benign_000662.pt,0,22020,22093,2521,19238,261,18207,366,2880,533,107,benign_000662,1557826740000002313,1557826920000002313
ben__benign_000664.pt,0,15760,26701,4583,10924,253,19538,434,5734,793,202,benign_000664,1557828540000002323,1557828720000002323
ben__benign_000665.pt,0,9333,17451,1940,7182,211,13752,284,2576,728,111,benign_000665,1557829440000002328,1557829620000002328
ben__benign_000667.pt,0,13894,25325,2497,11089,308,20364,447,3616,773,125,benign_000667,1557831060000002337,1557831240000002337
ben__benign_000668.pt,0,6916,10787,1849,4948,119,7538,172,2210,771,96,benign_000668,1557831960000002342,1557832140000002342
ben__benign_000669.pt,0,14713,26099,4783,9754,176,17442,276,7228,1043,110,benign_000669,1557832860000002347,1557833040000002347
ben__benign_000670.pt,0,15626,27564,4574,10799,253,20199,369,5198,1664,134,benign_000670,1557833760000002352,1557833940000002352
ben__benign_000671.pt,0,18885,32759,7114,11499,272,20461,503,9785,1818,192,benign_000671,1557834660000002357,1557834840000002357
ben__benign_000672.pt,0,24607,44573,7320,16408,879,28974,1291,11340,2830,138,benign_000672,1557835560000002362,1557835740000002362
ben__benign_000673.pt,0,7721,12171,2111,5489,121,8801,164,2386,725,95,benign_000673,1557836460000002367,1557836640000002367
ben__benign_000674.pt,0,22106,45195,6628,15317,161,35417,185,8773,699,121,benign_000674,1557837360000002372,1557837540000002372
ben__benign_000675.pt,0,12022,22725,1852,9998,172,19519,261,2297,548,100,benign_000675,1557838260000002377,1557838440000002377
ben__benign_000679.pt,0,23842,46212,9091,14518,233,24731,365,14120,6867,129,benign_000679,1557841860000002397,1557842040000002397
ben__benign_000680.pt,0,11823,18947,3288,8294,241,12957,371,4448,1053,118,benign_000680,1557842760000002402,1557842940000002402
ben__benign_000681.pt,0,18822,32966,2843,15172,807,26974,1141,3918,836,97,benign_000681,1557843660000002407,1557843840000002407
ben__benign_000683.pt,0,22594,42436,2862,19477,255,37014,372,3895,1046,109,benign_000683,1557845460000002417,1557845640000002417
ben__benign_000684.pt,0,8799,13468,2391,6178,230,9376,308,2983,687,114,benign_000684,1557846360000002422,1557846540000002422
ben__benign_000687.pt,0,21804,46816,5708,15711,385,35747,471,9617,842,139,benign_000687,1557849060000002437,1557849240000002437
ben__benign_000689.pt,0,22428,41358,3624,17487,1317,32825,1941,5375,1117,100,benign_000689,1557850860000002447,1557851040000002447
ben__benign_000690.pt,0,15016,30316,3323,11006,687,22262,833,4852,2265,104,benign_000690,1557851760000002452,1557851940000002452
ben__benign_000691.pt,0,9623,14677,2317,7108,198,11143,237,2451,742,104,benign_000691,1557852660000002457,1557852840000002457
ben__benign_000693.pt,0,17591,32258,5054,12325,212,25215,280,5857,727,179,benign_000693,1557854460000002467,1557854640000002467
ben__benign_000694.pt,0,16104,27436,2361,13076,667,23133,885,2695,617,106,benign_000694,1557855360000002472,1557855540000002472
ben__benign_000695.pt,0,20601,37414,3666,16260,675,31543,940,4081,740,110,benign_000695,1557856260000002477,1557856440000002477
ben__benign_000696.pt,0,14069,26359,2711,11165,193,21342,220,3672,884,241,benign_000696,1557857160000002482,1557857340000002482
ben__benign_000697.pt,0,12220,19991,4056,7788,376,12342,418,6058,1064,109,benign_000697,1557857880000002486,1557858060000002486
ben__benign_000698.pt,0,22125,43479,4119,17811,195,37812,275,4400,841,151,benign_000698,1557858780000002491,1557858960000002491
ben__benign_000699.pt,0,12373,20788,3267,8838,268,14526,327,4557,1251,127,benign_000699,1557859680000002496,1557859860000002496
ben__benign_000701.pt,0,14938,28429,5356,9355,227,19391,320,8035,534,149,benign_000701,1557861480000002506,1557861660000002506
ben__benign_000702.pt,0,17181,29178,4754,12191,236,21701,343,5965,1009,160,benign_000702,1557862380000002511,1557862560000002511
ben__benign_000704.pt,0,18906,32639,5232,13469,205,25436,300,5320,1473,110,benign_000704,1557864180000002521,1557864360000002521
ben__benign_000705.pt,0,10608,17577,1893,8575,140,14341,197,2189,752,98,benign_000705,1557865080000002526,1557865260000002526
ben__benign_000706.pt,0,14998,25550,4016,10499,483,18542,632,5473,811,92,benign_000706,1557865980000002531,1557866160000002531
ben__benign_000707.pt,0,9763,15121,2221,7310,232,11873,267,2289,583,109,benign_000707,1557866880000002536,1557867060000002536
ben__benign_000708.pt,0,12847,26442,2208,10464,175,22881,174,2515,747,125,benign_000708,1557867780000002541,1557867960000002541
ben__benign_000709.pt,0,11251,18041,2847,7659,745,12728,1125,3140,937,111,benign_000709,1557868680000002546,1557868860000002546
ben__benign_000710.pt,0,18700,33055,5835,12499,366,22637,563,8195,1550,110,benign_000710,1557869580000002551,1557869760000002551
ben__benign_000711.pt,0,11989,20937,2163,9610,216,17141,267,2576,846,107,benign_000711,1557870480000002556,1557870660000002556
ben__benign_000712.pt,0,12322,20584,2350,9694,278,16500,401,2886,697,100,benign_000712,1557871380000002561,1557871560000002561
ben__benign_000713.pt,0,21028,35853,5295,15301,432,27519,543,6355,1318,118,benign_000713,1557872280000002566,1557872460000002566
ben__benign_000714.pt,0,12925,22595,3692,9050,183,17681,211,3826,770,107,benign_000714,1557873180000002571,1557873360000002571
ben__benign_000715.pt,0,16304,27932,2708,13367,229,23197,307,3437,869,122,benign_000715,1557874080000002576,1557874260000002576
ben__benign_000716.pt,0,22267,38621,4800,17180,287,30718,372,6551,831,149,benign_000716,1557874980000002581,1557875160000002581
